status_type,status_published,num_reactions,num_comments,num_shares
status,6/10/2016 5:29,78,16,0
photo,5/30/2016 11:33,139,18,0
photo,5/29/2016 8:32,367,11,3
photo,5/27/2016 22:13,177,1,0
photo,5/27/2016 7:40,378,5,0
status,5/27/2016 0:51,57,19,0
photo,5/26/2016 3:07,921,35,0
photo,5/24/2016 2:03,0,0,1
photo,5/23/2016 5:09,348,9,0
photo,5/20/2016 1:43,370,10,0
photo,5/17/2016 21:41,72,3,27
link,5/17/2016 8:10,27,9,0
status,5/17/2016 2:01,59,16,1
status,5/13/2016 8:35,113,1,32
photo,5/12/2016 7:44,116,24,0
photo,5/11/2016 23:57,21,10,0
photo,5/11/2016 23:55,19,8,0
video,5/11/2016 21:29,230,62,8
photo,5/11/2016 2:47,1542,18,1260
photo,5/10/2016 23:30,48,14,0
photo,5/10/2016 23:09,69,15,2
photo,5/9/2016 12:52,96,18,1
photo,5/9/2016 8:55,235,1,0
photo,5/9/2016 5:47,130,4,0
photo,5/8/2016 6:27,111,19,2
photo,5/8/2016 2:19,89,20,1
photo,5/7/2016 10:50,20,11,0
photo,5/7/2016 2:24,74,15,0
photo,5/6/2016 22:53,63,18,2
status,5/6/2016 22:41,83,24,3
photo,5/6/2016 6:54,62,11,0
photo,5/6/2016 1:29,141,24,2
photo,5/5/2016 6:12,140,1,0
photo,5/5/2016 4:35,124,21,1
photo,5/4/2016 2:25,107,16,1
photo,5/3/2016 8:03,139,16,0
photo,5/2/2016 23:38,264,27,3
link,5/2/2016 10:43,48,4,4
video,5/1/2016 10:06,360,131,5
photo,4/30/2016 3:31,64,11,0
photo,4/27/2016 3:50,173,11,0
photo,4/27/2016 1:14,165,15,1
photo,4/25/2016 2:21,79,18,0
photo,4/23/2016 19:35,130,19,2
photo,4/23/2016 5:03,534,0,0
video,4/23/2016 4:21,237,33,0
photo,4/23/2016 0:00,432,5,0
video,4/22/2016 20:35,92,2,0
video,4/21/2016 22:45,128,3,0
photo,4/21/2016 21:22,316,3,0
photo,4/21/2016 5:14,68,16,3
photo,4/21/2016 4:45,193,3,0
video,4/20/2016 23:23,75,3,0
photo,4/20/2016 21:20,131,0,0
video,4/20/2016 5:19,74,10,0
photo,4/20/2016 5:12,67,11,0
status,4/20/2016 5:11,35,2,0
photo,4/20/2016 2:45,217,1,0
photo,4/19/2016 22:31,398,3,0
photo,4/19/2016 21:53,99,14,1
photo,4/19/2016 7:21,138,1,0
photo,4/19/2016 7:13,134,0,1
photo,4/19/2016 6:40,267,9,0
video,4/19/2016 2:45,87,17,0
photo,4/19/2016 1:49,409,6,0
photo,4/19/2016 0:14,263,5,0
photo,4/18/2016 23:24,210,2,0
photo,4/18/2016 22:12,104,14,0
video,4/18/2016 4:04,158,48,0
photo,4/18/2016 0:37,286,2,0
photo,4/17/2016 21:59,179,1,0
photo,4/17/2016 21:33,190,1,0
photo,4/17/2016 4:07,163,1,0
photo,4/17/2016 3:41,424,7,0
photo,4/17/2016 0:14,181,3,0
photo,4/16/2016 1:01,139,2,0
photo,4/15/2016 21:49,775,18,0
photo,4/15/2016 21:47,368,2,0
video,4/15/2016 19:28,105,12,0
photo,4/15/2016 6:24,218,2,0
video,4/15/2016 2:36,89,9,0
photo,4/15/2016 1:16,326,10,0
video,4/14/2016 22:54,106,3,0
video,4/14/2016 22:36,125,5,0
video,4/14/2016 3:22,123,16,0
photo,4/13/2016 8:22,70,21,1
photo,4/12/2016 22:14,58,0,0
photo,4/12/2016 8:51,61,16,0
photo,4/12/2016 8:31,66,14,1
photo,4/12/2016 8:31,81,14,1
video,4/12/2016 3:54,39,5,1
photo,4/12/2016 3:02,167,0,0
video,4/12/2016 0:17,78,13,0
photo,4/11/2016 7:26,140,13,0
photo,4/11/2016 3:30,243,4,0
photo,4/10/2016 23:52,199,3,0
photo,4/10/2016 4:14,354,15,0
video,4/10/2016 3:09,171,78,3
status,4/10/2016 3:09,55,4,0
video,4/10/2016 2:37,136,44,1
photo,4/9/2016 7:56,51,8,0
video,4/9/2016 6:29,103,25,0
photo,4/9/2016 5:33,619,15,0
photo,4/9/2016 4:14,231,30,5
photo,4/9/2016 4:10,86,14,1
photo,4/9/2016 3:44,63,9,0
video,4/9/2016 3:12,165,89,1
photo,4/8/2016 4:28,200,18,1
photo,4/8/2016 4:23,180,15,1
video,4/7/2016 9:28,214,152,0
video,4/7/2016 3:48,157,124,1
link,4/7/2016 2:40,44,1,0
photo,4/7/2016 0:10,208,6,0
photo,4/6/2016 2:39,145,2,0
video,4/5/2016 22:07,177,134,0
photo,4/5/2016 6:51,250,11,0
video,4/4/2016 23:38,97,29,0
video,4/4/2016 23:25,112,45,0
video,4/4/2016 9:16,170,108,0
status,4/4/2016 0:17,148,7,0
photo,4/3/2016 23:18,360,10,0
photo,4/3/2016 7:27,280,9,0
video,4/3/2016 2:17,111,45,0
video,4/2/2016 9:42,188,242,6
video,4/2/2016 3:43,121,43,0
link,4/2/2016 2:13,43,4,1
photo,4/1/2016 7:34,111,15,0
video,4/1/2016 6:40,111,4,0
video,4/1/2016 6:00,119,31,2
photo,3/31/2016 23:20,358,10,3
video,3/31/2016 6:01,187,25,0
video,3/31/2016 1:52,180,84,4
video,3/30/2016 9:08,227,173,1
video,3/29/2016 8:52,146,19,0
video,3/29/2016 8:42,105,10,0
video,3/29/2016 8:20,131,39,1
photo,3/29/2016 5:57,325,13,1
video,3/29/2016 5:11,113,2,1
video,3/29/2016 5:01,102,13,1
photo,3/28/2016 21:01,441,10,0
photo,3/28/2016 0:23,260,6,0
photo,3/26/2016 20:27,31,14,0
video,3/25/2016 10:57,70,10,2
photo,3/24/2016 14:41,147,1,0
video,3/23/2016 10:22,177,145,3
video,3/23/2016 10:20,112,18,0
video,3/23/2016 9:29,117,18,1
status,3/23/2016 7:31,118,6,0
status,3/23/2016 6:46,118,3,0
status,3/19/2016 8:46,162,10,0
photo,3/18/2016 22:42,318,2,0
photo,3/18/2016 8:00,59,14,0
photo,3/18/2016 7:59,54,0,0
video,3/17/2016 11:16,238,41,3
video,3/17/2016 8:05,350,389,6
status,3/17/2016 0:32,111,11,0
status,3/16/2016 10:33,207,4,0
status,3/16/2016 9:17,140,23,0
status,3/16/2016 9:15,103,8,0
video,3/16/2016 8:03,323,407,8
video,3/16/2016 8:00,487,93,13
status,3/16/2016 7:41,180,16,0
photo,3/16/2016 6:24,156,0,0
photo,3/16/2016 6:19,118,13,0
status,3/15/2016 12:24,227,18,0
photo,3/15/2016 0:09,26,2,0
photo,3/14/2016 1:14,120,0,0
link,3/13/2016 22:25,59,6,5
photo,3/13/2016 5:44,90,13,1
video,3/13/2016 1:08,22,2,1
photo,3/13/2016 0:20,73,5,0
photo,3/12/2016 23:15,183,15,0
photo,3/12/2016 0:37,67,14,0
video,3/8/2016 19:57,45,1,0
photo,3/8/2016 10:21,110,3,0
status,3/8/2016 9:17,120,4,0
status,3/8/2016 3:27,87,1,4
photo,3/8/2016 2:43,139,4,0
status,3/8/2016 2:25,104,0,3
photo,3/8/2016 0:13,60,1,0
photo,3/6/2016 7:00,214,6,0
photo,3/6/2016 2:24,160,1,0
photo,3/5/2016 23:29,322,8,0
photo,3/5/2016 21:47,348,3,2
photo,3/4/2016 20:13,292,10,1
link,3/4/2016 9:17,51,0,0
photo,3/4/2016 6:44,251,20,4
status,3/3/2016 10:41,67,5,0
status,3/3/2016 9:54,43,8,0
status,3/3/2016 3:44,58,10,0
video,3/3/2016 2:55,37,1,0
video,3/1/2016 4:48,40,2,4
status,3/1/2016 2:28,56,9,1
link,3/1/2016 0:26,59,3,0
photo,2/29/2016 12:44,147,2,17
photo,2/28/2016 4:30,231,5,1
video,2/28/2016 0:41,71,6,2
video,2/27/2016 22:32,48,1,0
photo,2/27/2016 2:22,261,4,0
photo,2/27/2016 2:12,225,0,20
photo,2/26/2016 23:32,148,16,0
video,2/25/2016 22:15,68,3,3
photo,2/25/2016 22:09,543,22,0
video,2/25/2016 4:38,74,9,6
photo,2/24/2016 4:06,249,10,1
photo,2/24/2016 4:01,629,7,0
video,2/24/2016 3:55,57,9,3
photo,2/23/2016 23:36,279,18,2
status,2/20/2016 1:50,68,13,1
status,2/18/2016 10:51,106,19,0
status,2/18/2016 2:30,73,19,2
status,2/16/2016 22:07,68,14,0
photo,2/14/2016 7:03,12,5,0
photo,2/14/2016 7:03,10,4,0
video,2/13/2016 9:34,35,0,0
link,2/13/2016 4:45,40,1,0
video,2/12/2016 22:48,44,9,4
link,2/12/2016 22:41,6,0,0
photo,2/12/2016 3:55,80,4,0
photo,2/12/2016 3:55,83,8,0
photo,2/12/2016 1:25,66,2,1
photo,2/9/2016 5:26,421,3,0
photo,2/8/2016 5:36,246,5,1
photo,2/7/2016 10:36,151,0,0
photo,2/7/2016 9:56,304,6,0
photo,2/7/2016 6:51,263,19,2
photo,2/4/2016 4:09,216,16,2
status,2/2/2016 1:32,42,9,0
photo,2/2/2016 1:17,289,11,0
photo,2/1/2016 7:26,330,8,0
photo,2/1/2016 5:28,320,2,0
photo,2/1/2016 4:27,355,9,0
photo,1/31/2016 11:08,242,4,0
photo,1/31/2016 7:20,471,13,0
photo,1/31/2016 2:24,320,7,0
photo,1/30/2016 9:21,486,2,0
photo,1/30/2016 4:46,353,6,0
photo,1/30/2016 4:22,469,10,0
photo,1/30/2016 3:03,271,37,1
photo,1/30/2016 0:55,228,3,0
photo,1/29/2016 7:11,495,11,0
photo,1/29/2016 3:29,381,5,0
photo,1/28/2016 6:07,480,10,0
photo,1/26/2016 23:33,140,6,0
photo,1/25/2016 2:08,443,11,0
photo,1/24/2016 1:14,182,1,16
photo,1/23/2016 2:05,121,0,1
photo,1/22/2016 3:01,49,9,0
status,1/20/2016 5:30,227,0,0
photo,1/17/2016 2:34,230,6,0
photo,1/16/2016 3:43,192,26,2
photo,1/15/2016 7:58,417,11,0
photo,1/15/2016 7:34,552,8,0
status,1/15/2016 1:33,111,12,0
photo,1/13/2016 3:11,130,19,1
photo,1/11/2016 10:42,100,11,0
video,1/11/2016 4:30,50,11,0
photo,1/11/2016 1:56,385,16,191
photo,1/10/2016 22:55,108,16,2
photo,1/8/2016 10:30,368,12,0
photo,1/5/2016 2:45,307,18,0
photo,1/5/2016 2:44,176,4,1
photo,1/5/2016 2:37,246,13,1
photo,1/5/2016 2:20,152,30,0
photo,1/3/2016 6:55,286,5,0
status,1/3/2016 4:28,108,8,0
photo,1/3/2016 4:23,25,8,0
photo,1/3/2016 4:23,21,2,0
photo,12/31/2015 8:20,318,7,1
photo,12/29/2015 6:29,370,16,1
photo,12/28/2015 3:55,58,3,0
photo,12/28/2015 3:54,45,0,0
photo,12/28/2015 3:40,69,0,0
photo,12/28/2015 2:18,135,2,0
photo,12/25/2015 4:49,212,11,3
photo,12/24/2015 22:26,184,3,1
photo,12/24/2015 10:40,103,0,0
photo,12/22/2015 21:38,302,9,0
photo,12/22/2015 6:46,246,9,2
photo,12/21/2015 8:57,117,0,0
photo,12/21/2015 6:57,52,12,0
photo,12/21/2015 2:03,317,8,0
photo,12/20/2015 6:04,189,13,1
photo,12/20/2015 5:15,192,19,0
photo,12/19/2015 9:18,96,8,0
photo,12/18/2015 6:27,112,11,0
photo,12/18/2015 0:22,124,12,0
photo,12/17/2015 12:26,155,5,0
photo,12/16/2015 9:09,167,16,0
photo,12/16/2015 4:44,157,13,0
status,12/15/2015 11:33,101,7,0
photo,12/14/2015 6:43,230,20,0
photo,12/9/2015 9:28,136,5,1
photo,12/9/2015 1:47,131,0,0
status,12/7/2015 7:02,128,18,0
photo,12/5/2015 23:43,129,13,0
status,12/2/2015 8:26,376,18,16
status,12/2/2015 6:38,68,9,1
status,11/30/2015 7:29,142,2,2
status,11/24/2015 2:12,106,12,2
photo,11/23/2015 7:49,88,3,0
status,11/22/2015 23:39,49,9,0
status,11/21/2015 8:01,1052,12,7
photo,11/21/2015 4:13,948,7,0
photo,11/19/2015 20:42,1552,23,0
photo,11/19/2015 20:38,1580,14,1
status,11/16/2015 21:58,1241,6,0
status,11/16/2015 3:07,1054,9,0
status,11/15/2015 20:41,954,10,0
status,11/11/2015 22:49,1014,14,2
status,11/11/2015 3:44,1768,0,1
status,11/11/2015 2:22,951,13,1
status,11/10/2015 2:11,1223,34,0
status,11/8/2015 7:21,987,13,1
status,11/8/2015 0:02,2799,67,2
photo,11/6/2015 21:19,102,1,0
photo,11/6/2015 20:46,160,3,0
photo,11/6/2015 0:38,1575,15,3
status,11/5/2015 3:17,945,9,2
photo,11/4/2015 3:35,1194,14,0
status,11/4/2015 2:37,1339,9,1
status,11/3/2015 1:46,963,6,0
photo,11/2/2015 20:37,1145,25,0
status,11/2/2015 5:21,950,8,3
photo,11/1/2015 22:07,2024,23,1
status,11/1/2015 4:47,950,13,0
photo,11/1/2015 4:28,951,10,0
status,11/1/2015 2:07,974,10,0
photo,10/31/2015 23:58,1139,57,0
status,10/31/2015 23:46,1061,5,0
status,10/31/2015 6:21,1018,10,0
status,10/30/2015 6:42,991,10,1
photo,10/30/2015 5:11,952,4,0
photo,10/30/2015 1:34,1999,22,0
status,10/30/2015 1:33,1251,17,1
status,10/29/2015 23:43,968,9,0
status,10/28/2015 22:33,1338,6,1
photo,10/28/2015 7:42,948,5,0
photo,10/28/2015 6:29,1,0,0
photo,10/28/2015 6:19,1914,0,2
status,10/28/2015 4:32,1377,5,0
status,10/28/2015 4:13,1244,13,1
status,10/27/2015 19:36,948,3,0
status,10/27/2015 8:32,1229,5,0
status,10/27/2015 6:38,1363,12,0
status,10/27/2015 6:29,956,6,0
photo,10/26/2015 9:41,1080,28,0
status,10/25/2015 3:48,994,9,0
status,10/24/2015 23:37,1419,7,0
photo,10/24/2015 9:09,954,6,1
status,10/24/2015 7:25,550,1,0
status,10/24/2015 6:55,549,6,0
photo,10/24/2015 3:18,1143,154,64
status,10/24/2015 3:10,1356,10,1
photo,10/23/2015 14:19,1774,2,0
status,10/21/2015 23:51,1230,49,0
photo,10/21/2015 23:01,1451,14,4
photo,10/21/2015 2:06,1784,3,0
status,10/21/2015 1:50,1983,8,1
photo,10/20/2015 22:02,2632,11,0
photo,10/19/2015 3:14,2166,8,0
status,10/16/2015 23:09,1218,12,1
photo,10/16/2015 21:45,1724,129,105
photo,10/12/2015 6:39,2773,8,1
status,10/12/2015 2:11,1259,211,78
status,10/12/2015 2:09,1270,9,0
photo,10/10/2015 3:14,1921,8,0
status,10/9/2015 1:37,1164,222,72
photo,10/9/2015 0:07,1029,11,1
video,10/8/2015 3:43,1197,12,5
video,10/8/2015 2:59,951,6,1
video,10/8/2015 0:50,121,14,11
status,10/7/2015 23:06,169,10,0
video,10/7/2015 1:18,2186,14,11
video,10/7/2015 1:00,1910,7,0
photo,10/5/2015 1:55,1069,20,3
status,10/2/2015 9:24,2177,18,0
photo,9/28/2015 6:32,1825,13,0
photo,9/28/2015 3:26,1880,1,0
photo,9/28/2015 0:08,1265,10,0
status,9/25/2015 7:44,2297,260,72
photo,9/24/2015 2:56,1700,290,87
photo,9/24/2015 1:49,976,2,0
photo,9/23/2015 4:13,1077,21,3
status,9/20/2015 22:53,1346,330,72
photo,9/20/2015 22:50,1188,14,1
status,9/20/2015 21:45,1081,15,2
photo,9/16/2015 7:16,1898,28,3
video,9/15/2015 12:25,1916,15,19
video,9/14/2015 1:43,1092,17,23
photo,9/13/2015 1:09,1566,31,2
status,9/13/2015 1:08,992,7,0
status,9/13/2015 1:03,1172,199,62
video,9/13/2015 0:24,1646,12,14
photo,9/12/2015 2:39,1966,23,2
video,9/12/2015 2:19,2020,12,26
photo,9/11/2015 10:15,2055,29,2
photo,9/11/2015 1:17,1830,15,0
status,9/10/2015 5:22,2244,11,0
photo,9/10/2015 4:53,1128,10,8
photo,9/10/2015 1:21,1842,286,106
photo,9/7/2015 22:14,2606,13,1
photo,9/5/2015 2:57,2153,44,10
photo,9/4/2015 0:58,2042,225,76
photo,9/1/2015 0:26,1125,363,122
photo,8/30/2015 3:46,2098,32,1
photo,8/30/2015 0:16,1956,17,1
photo,8/29/2015 23:40,2444,24,1
photo,8/29/2015 10:11,1803,10,0
status,8/29/2015 2:39,1042,8,0
photo,8/28/2015 23:39,1231,27,1
photo,8/27/2015 4:47,2045,25,5
video,8/27/2015 3:05,1915,74,103
photo,8/27/2015 0:19,1995,21,8
photo,8/26/2015 23:28,2183,56,14
photo,8/26/2015 3:58,1140,297,92
photo,8/25/2015 0:26,1805,15,0
photo,8/25/2015 0:13,1962,354,119
link,8/19/2015 20:38,1933,8,0
photo,8/16/2015 11:39,2636,16,0
photo,8/14/2015 23:34,2264,284,78
photo,8/12/2015 5:28,2606,2,0
photo,8/7/2015 22:40,1618,13,0
photo,8/7/2015 6:22,2947,14,0
photo,8/6/2015 22:32,2062,206,64
status,8/6/2015 3:48,1987,13,0
photo,8/5/2015 6:29,2265,8,0
video,8/4/2015 7:40,1249,0,0
photo,8/3/2015 4:10,2791,10,0
link,8/2/2015 4:45,2214,1,0
photo,8/1/2015 22:40,2620,4,41
video,8/1/2015 1:59,2025,7,4
status,7/29/2015 2:57,1968,6,1
photo,7/29/2015 1:11,2204,8,0
photo,7/19/2015 4:41,2211,361,93
photo,7/16/2015 2:37,2399,11,0
photo,7/16/2015 1:49,2260,390,122
status,7/15/2015 3:14,1977,10,0
photo,7/14/2015 1:21,2348,12,0
photo,7/9/2015 21:58,2489,32,0
photo,7/9/2015 21:57,2293,7,0
photo,7/9/2015 3:55,2221,10,0
photo,7/6/2015 22:35,2314,509,35
photo,7/6/2015 2:56,1279,11,0
photo,7/5/2015 0:51,2404,11,0
status,7/4/2015 0:48,2010,32,0
photo,7/1/2015 8:18,1191,22,2
photo,6/29/2015 23:44,1392,10,0
video,6/26/2015 1:46,2204,10,9
status,6/26/2015 1:11,1929,17,1
photo,6/25/2015 23:26,7,0,2
photo,6/25/2015 7:51,12,1,0
photo,6/25/2015 4:53,3,0,2
status,6/24/2015 4:00,2303,21,5
video,6/23/2015 4:35,1926,4,15
video,6/22/2015 0:24,2288,5,7
status,6/21/2015 23:59,2419,15,14
status,6/21/2015 23:42,2297,14,0
status,6/21/2015 22:22,1888,15,0
video,6/21/2015 1:06,2033,11,12
photo,6/21/2015 1:01,2414,22,0
video,6/20/2015 2:48,1982,12,1
status,6/20/2015 1:16,2223,13,1
photo,6/20/2015 0:38,2341,18,0
status,6/19/2015 0:39,2101,7,2
video,6/18/2015 3:39,2201,2,1
video,6/18/2015 1:32,2020,4,12
link,6/17/2015 4:21,1940,70,12
photo,6/16/2015 23:41,2071,12,0
photo,6/14/2015 22:23,2080,32,2
photo,6/12/2015 9:02,2382,17,0
video,6/10/2015 9:00,2259,5,8
video,6/10/2015 9:00,55,2,9
photo,6/10/2015 4:57,2242,7,6
photo,6/8/2015 11:00,2028,16,0
video,6/8/2015 5:05,2300,1,6
photo,6/7/2015 5:23,6,0,1
video,6/7/2015 3:32,2273,2,6
photo,6/5/2015 22:20,2132,36,4
photo,6/4/2015 22:40,2074,22,1
photo,6/4/2015 22:32,2276,30,1
status,6/4/2015 2:18,2319,14,2
video,6/3/2015 4:25,2217,3,7
video,6/2/2015 4:59,2329,13,18
photo,6/2/2015 2:25,2174,18,1
video,6/1/2015 3:26,2252,0,1
video,5/31/2015 3:21,2251,3,0
link,5/22/2015 8:21,1931,26,0
photo,5/22/2015 3:11,2095,213,68
photo,5/22/2015 3:09,2030,28,0
photo,5/21/2015 2:09,2634,449,119
link,5/20/2015 8:00,2026,35,1
photo,5/20/2015 0:13,2118,6,0
photo,5/19/2015 21:42,2112,28,2
photo,5/19/2015 6:07,2675,13,0
photo,5/18/2015 22:55,2126,11,0
video,5/18/2015 6:20,2418,179,48
video,5/18/2015 2:43,1892,4,1
photo,5/17/2015 6:26,2462,12,0
video,5/17/2015 5:33,3639,175,101
video,5/17/2015 1:06,270,14,37
photo,5/17/2015 0:47,380,24,3
status,5/16/2015 9:52,421,16,0
photo,5/12/2015 5:51,2253,8,0
photo,5/12/2015 5:51,2346,7,1
video,5/10/2015 22:40,2999,281,87
video,5/9/2015 1:28,1904,5,1
photo,5/8/2015 4:21,2402,4,0
photo,5/6/2015 22:07,2239,42,2
status,5/6/2015 5:14,2332,46,0
video,4/24/2015 4:26,2374,8,9
photo,4/23/2015 21:45,2492,10,0
status,4/23/2015 9:05,2072,22,1
photo,4/23/2015 3:30,2826,21,0
photo,4/23/2015 3:25,2032,3,0
photo,4/23/2015 3:23,2154,6,2
photo,4/23/2015 3:21,1997,3,1
photo,4/14/2015 6:10,2320,7,0
photo,4/12/2015 13:53,2190,10,0
photo,4/10/2015 9:04,2545,14,3
photo,4/10/2015 7:55,2452,8,0
photo,4/10/2015 6:31,4710,50,1
photo,4/10/2015 6:07,2549,8,0
photo,4/7/2015 22:48,3190,19,1
photo,4/7/2015 22:40,3510,12,0
photo,4/7/2015 5:57,2255,10,2
photo,4/7/2015 5:56,2309,5,1
photo,4/6/2015 21:54,2051,7,2
photo,4/3/2015 22:31,2350,11,0
video,3/25/2015 3:09,2105,19,1
status,3/25/2015 0:46,2291,108,0
photo,3/24/2015 0:05,2349,53,4
photo,3/22/2015 4:53,2157,19,0
photo,3/21/2015 22:09,2151,4,1
photo,3/21/2015 4:15,2615,23,0
status,3/20/2015 0:04,2148,32,1
photo,3/13/2015 20:58,3115,24,0
photo,3/12/2015 9:39,1302,16,0
photo,3/11/2015 22:40,1815,12,0
photo,3/11/2015 4:27,1379,20,0
link,3/10/2015 20:50,1169,3,26
photo,3/9/2015 9:25,1509,26,2
photo,3/9/2015 8:31,956,6,0
photo,3/7/2015 22:53,1220,10,0
photo,3/1/2015 23:17,1601,38,2
status,2/28/2015 3:58,1496,85,0
video,2/28/2015 3:41,1103,24,18
status,2/27/2015 23:42,1526,14,0
photo,2/26/2015 22:49,1159,32,4
link,2/24/2015 7:19,1010,14,4
photo,2/20/2015 12:04,1182,29,5
photo,2/19/2015 6:01,1428,11,1
photo,2/19/2015 6:00,1473,12,1
photo,2/19/2015 1:40,1180,5,0
photo,2/18/2015 23:59,1864,9,0
link,2/18/2015 20:53,1032,9,0
photo,2/18/2015 0:48,1630,15,1
photo,2/15/2015 23:12,545,13,0
photo,2/15/2015 3:16,1193,38,5
photo,2/14/2015 23:20,1477,11,1
photo,2/14/2015 13:29,1272,7,1
photo,2/13/2015 22:50,1238,21,0
photo,2/13/2015 4:34,1500,13,1
status,2/13/2015 2:47,1917,58,8
photo,2/11/2015 22:18,1126,66,6
photo,2/9/2015 9:36,1246,41,3
photo,2/8/2015 5:35,1540,25,2
photo,2/2/2015 4:10,1282,35,4
photo,2/1/2015 3:14,1253,42,6
photo,1/31/2015 23:55,1484,44,3
photo,1/29/2015 22:47,1445,40,3
link,1/29/2015 22:27,1132,16,8
photo,1/26/2015 22:55,1610,55,8
video,1/26/2015 6:02,1714,36,9
video,1/25/2015 3:42,2785,26,1
photo,1/24/2015 23:02,1884,17,2
status,1/24/2015 23:01,1667,6,0
video,1/23/2015 23:14,1204,9,5
link,1/23/2015 19:58,1182,0,0
link,1/23/2015 9:48,1212,7,1
photo,1/23/2015 8:27,2674,24,1
photo,1/22/2015 5:38,2054,21,3
photo,1/19/2015 0:45,1469,51,4
photo,1/19/2015 0:43,1668,10,1
photo,1/18/2015 22:12,2000,9,1
photo,1/18/2015 4:30,1497,11,0
link,1/17/2015 12:02,1342,4,0
photo,1/15/2015 23:09,1268,6,0
photo,1/15/2015 23:07,1428,8,0
photo,1/14/2015 8:17,1492,5,0
video,1/13/2015 5:58,2621,122,98
video,1/13/2015 0:12,1277,14,29
photo,1/12/2015 0:03,1833,30,0
status,1/11/2015 4:52,2149,37,0
photo,1/10/2015 23:32,1562,46,9
status,1/10/2015 23:09,98,3,1
status,1/10/2015 22:22,264,43,0
photo,1/10/2015 5:21,1253,13,4
photo,1/10/2015 5:05,1300,18,1
photo,1/9/2015 23:53,1451,8,0
link,1/7/2015 2:59,1444,6,1
link,1/7/2015 2:59,1182,0,0
photo,1/7/2015 2:03,366,28,5
photo,1/2/2015 23:16,1424,6,0
video,1/2/2015 3:41,1294,23,47
video,12/10/2014 7:42,1501,113,38
photo,11/22/2014 1:36,16,0,0
photo,11/21/2014 5:13,40,0,0
video,10/25/2014 9:12,1078,131,50
photo,10/21/2014 23:13,413,29,3
video,10/19/2014 6:14,1077,243,65
video,10/18/2014 5:50,860,196,64
video,10/6/2014 7:40,748,38,12
photo,10/1/2014 23:53,0,0,0
video,9/28/2014 9:31,103,1,0
photo,9/12/2014 22:16,9,0,1
photo,9/12/2014 21:56,7,0,0
photo,9/12/2014 21:30,10,0,0
photo,9/12/2014 13:16,15,0,0
photo,9/12/2014 13:11,16,0,3
video,8/24/2014 2:04,616,11,0
video,8/22/2014 9:25,1781,162,30
video,8/21/2014 5:47,1343,15,3
video,8/14/2014 11:37,212,16,0
video,8/6/2014 5:56,1053,5,1
video,7/28/2014 4:11,1272,17,0
video,7/27/2014 1:54,2081,58,36
video,7/20/2014 3:32,2713,67,15
video,7/20/2014 3:02,1529,22,7
video,7/16/2014 20:43,753,9,0
video,7/16/2014 11:31,271,3,0
video,7/9/2014 6:28,1429,34,14
video,7/7/2014 12:51,147,4,1
video,7/5/2014 7:47,3730,156,93
video,7/2/2014 1:52,357,7,1
photo,7/1/2014 9:15,358,1,0
video,6/30/2014 3:53,1211,84,8
video,6/26/2014 21:12,323,12,1
video,6/21/2014 11:54,169,4,0
video,6/18/2014 9:27,774,25,7
video,6/18/2014 2:34,1058,29,12
video,6/17/2014 8:46,230,4,1
video,6/17/2014 5:53,1204,23,13
video,6/9/2014 11:20,375,15,1
video,6/9/2014 11:10,300,15,0
video,6/8/2014 8:06,228,9,0
video,6/8/2014 3:11,435,9,1
video,6/5/2014 23:49,572,6,2
video,6/5/2014 6:32,532,19,1
video,6/5/2014 0:00,471,10,1
video,6/4/2014 10:38,640,31,2
photo,6/3/2014 1:32,376,3,20
video,6/2/2014 9:22,330,5,0
video,6/1/2014 7:16,591,41,2
video,5/31/2014 5:50,519,17,7
video,5/31/2014 0:24,437,4,0
video,5/30/2014 7:42,287,5,1
video,5/30/2014 7:30,482,38,0
video,5/28/2014 7:01,543,17,11
video,5/27/2014 23:41,463,14,0
photo,5/25/2014 22:03,272,3,0
video,5/25/2014 7:12,432,5,0
video,5/24/2014 6:47,1013,24,0
video,5/24/2014 6:46,653,19,3
video,5/24/2014 6:28,148,6,0
video,5/23/2014 3:37,433,7,0
video,5/22/2014 9:35,404,6,7
video,5/22/2014 7:51,616,7,0
video,5/22/2014 6:07,452,5,0
video,5/20/2014 23:20,457,6,0
video,5/20/2014 23:19,600,13,0
video,5/19/2014 10:38,345,7,1
video,5/8/2014 10:22,156,7,0
video,5/8/2014 10:20,227,11,7
video,5/8/2014 4:44,748,40,4
video,5/6/2014 11:40,406,3,2
video,5/6/2014 5:30,548,36,5
photo,5/5/2014 1:05,156,0,0
video,5/4/2014 1:20,641,14,2
photo,5/1/2014 22:23,14,1,0
video,5/1/2014 10:44,489,13,1
video,4/30/2014 0:58,644,30,0
video,4/29/2014 9:26,187,12,1
video,4/28/2014 5:44,893,23,2
video,4/27/2014 14:40,406,18,8
video,4/27/2014 13:08,329,10,1
video,4/26/2014 23:32,507,15,0
photo,4/26/2014 8:55,188,8,0
video,4/26/2014 1:14,359,6,0
video,4/26/2014 0:00,525,14,1
video,4/25/2014 23:52,306,12,0
video,4/25/2014 23:33,615,20,4
video,4/25/2014 22:57,572,10,0
video,4/25/2014 9:45,110,0,1
video,4/25/2014 4:36,742,10,1
video,4/24/2014 4:58,596,17,1
video,4/24/2014 3:14,1230,31,2
video,4/23/2014 5:10,758,24,3
video,4/22/2014 13:31,322,9,12
video,4/22/2014 6:10,924,22,6
